target_risk,tau,status,val_coverage,val_risk,test_coverage,test_risk,test_cine_macroF1
0.05,0.38057008385658264,ok,1.0,0.01834743846501712,0.9982368245640442,0.01886914378029079,0.9383396697041014
0.01,0.5896598696708679,ok,0.9733509916661283,0.004778813924932798,0.9742834412023996,0.011167266226744058,0.9383396697041014
0.1,0.38057008385658264,ok,1.0,0.01834743846501712,0.9982368245640442,0.01886914378029079,0.9383396697041014
